diff_pair_name,net_name,leg,driver_refdes,driver_pin,connector_pin,load_label,z0_pcb,z0_cable,delay_pcb_ps,delay_cable_ns,length_pcb_in,cable_length_ft,voh,vol,rise_time_ns,fall_time_ns,overshoot_pct,undershoot_pct,peak_v,trough_v,gamma_source,settling_time_ns,r_term_diff,r_term_se,notes
TR44_EXT_SYNC,TR44_EXT_SYNC_P,P,U54,U54-6,J5-B11,Load R-1,103.6,120.0,299.4,4.62,2.102,3.0,2.654,-0.007,14.87,16.21,0.0,0.0,2.654,-0.008,-0.747,25.97,124.0,62.0,A pin (non-inverting) → J5-B11 → 3ft cable → 124Ω
TR44_EXT_SYNC,TR44_EXT_SYNC_N,N,U54,U54-7,J5-B10,Load R-2,103.6,120.0,299.4,4.62,2.102,3.0,2.634,0.025,14.78,16.22,0.8,0.8,2.661,-0.001,-0.747,25.97,124.0,62.0,B pin (inverting) → J5-B10 → 3ft cable → 124Ω
TR45_EXT_SYNC,TR45_EXT_SYNC_P,P,U56,U56-6,J5-B7,Load R-1,103.6,120.0,256.2,4.62,1.804,3.0,2.661,-0.005,14.75,15.97,0.0,0.0,2.658,0.02,-0.747,25.84,124.0,62.0,A pin (non-inverting) → J5-B7 → 3ft cable → 124Ω
TR45_EXT_SYNC,TR45_EXT_SYNC_N,N,U56,U56-7,J5-B8,Load R-2,103.6,120.0,256.2,4.62,1.804,3.0,2.635,-0.014,14.83,15.95,0.7,0.0,2.657,-0.003,-0.747,25.84,124.0,62.0,B pin (inverting) → J5-B8 → 3ft cable → 124Ω
TR46_EXT_SYNC,TR46_EXT_SYNC_P,P,U63,U63-6,J5-B4,Load R-1,104.0,120.0,228.7,4.62,1.613,3.0,2.65,-0.013,14.64,16.11,0.0,0.0,2.633,0.025,-0.7479,25.75,124.0,62.0,A pin (non-inverting) → J5-B4 → 3ft cable → 124Ω
TR46_EXT_SYNC,TR46_EXT_SYNC_N,N,U63,U63-7,J5-B5,Load R-2,104.0,120.0,228.7,4.62,1.613,3.0,2.644,0.019,14.83,15.92,0.0,0.2,2.638,0.012,-0.7479,25.75,124.0,62.0,B pin (inverting) → J5-B5 → 3ft cable → 124Ω
TR47_EXT_SYNC,TR47_EXT_SYNC_P,P,U65,U65-6,J5-B2,Load R-1,103.7,120.0,261.8,4.62,1.842,3.0,2.623,0.005,14.79,15.94,1.1,0.0,2.659,0.017,-0.7473,25.87,124.0,62.0,A pin (non-inverting) → J5-B2 → 3ft cable → 124Ω
TR47_EXT_SYNC,TR47_EXT_SYNC_N,N,U65,U65-7,J5-B1,Load R-2,103.7,120.0,261.8,4.62,1.842,3.0,2.636,0.025,14.86,15.9,0.6,0.6,2.655,0.006,-0.7473,25.87,124.0,62.0,B pin (inverting) → J5-B1 → 3ft cable → 124Ω
TR48_EXT_SYNC,TR48_EXT_SYNC_P,P,U101,U101-6,J6-C1,Load R-1,104.3,120.0,214.7,4.62,1.515,3.0,2.648,0.02,14.87,16.01,0.3,0.8,2.658,-0.006,-0.7485,25.71,124.0,62.0,A pin (non-inverting) → J6-C1 → 3ft cable → 124Ω
TR48_EXT_SYNC,TR48_EXT_SYNC_N,N,U101,U101-7,J6-C2,Load R-2,104.3,120.0,214.7,4.62,1.515,3.0,2.64,0.021,14.76,16.02,0.3,0.5,2.649,0.006,-0.7485,25.71,124.0,62.0,B pin (inverting) → J6-C2 → 3ft cable → 124Ω
TR49_EXT_SYNC,TR49_EXT_SYNC_P,P,U99,U99-6,J6-C4,Load R-1,104.6,120.0,181.5,4.62,1.285,3.0,2.638,-0.012,14.81,15.85,0.0,0.0,2.632,-0.0,-0.7492,25.59,124.0,62.0,A pin (non-inverting) → J6-C4 → 3ft cable → 124Ω
TR49_EXT_SYNC,TR49_EXT_SYNC_N,N,U99,U99-7,J6-C5,Load R-2,104.6,120.0,181.5,4.62,1.285,3.0,2.631,0.0,14.81,15.93,0.9,0.0,2.662,0.009,-0.7492,25.59,124.0,62.0,B pin (inverting) → J6-C5 → 3ft cable → 124Ω
TR50_EXT_SYNC,TR50_EXT_SYNC_P,P,U97,U97-6,J6-C7,Load R-1,104.4,120.0,204.8,4.62,1.447,3.0,2.655,0.027,14.75,16.09,0.0,0.1,2.634,0.022,-0.7487,25.69,124.0,62.0,A pin (non-inverting) → J6-C7 → 3ft cable → 124Ω
TR50_EXT_SYNC,TR50_EXT_SYNC_N,N,U97,U97-7,J6-C8,Load R-2,104.4,120.0,204.8,4.62,1.447,3.0,2.644,-0.005,14.85,15.99,0.1,0.0,2.647,-0.002,-0.7487,25.69,124.0,62.0,B pin (inverting) → J6-C8 → 3ft cable → 124Ω
TR51_EXT_SYNC,TR51_EXT_SYNC_P,P,U95,U95-6,J6-C10,Load R-1,103.9,120.0,257.8,4.62,1.813,3.0,2.635,0.005,14.81,16.16,0.0,0.0,2.625,0.02,-0.7477,25.85,124.0,62.0,A pin (non-inverting) → J6-C10 → 3ft cable → 124Ω
TR51_EXT_SYNC,TR51_EXT_SYNC_N,N,U95,U95-7,J6-C11,Load R-2,103.9,120.0,257.8,4.62,1.813,3.0,2.64,-0.009,14.72,16.03,0.2,0.0,2.647,0.025,-0.7477,25.85,124.0,62.0,B pin (inverting) → J6-C11 → 3ft cable → 124Ω
TR52_EXT_SYNC,TR52_EXT_SYNC_P,P,U96,U96-6,J6-B11,Load R-1,103.5,120.0,302.7,4.62,2.124,3.0,2.648,-0.007,14.93,15.95,0.4,0.0,2.661,0.006,-0.7468,25.99,124.0,62.0,A pin (non-inverting) → J6-B11 → 3ft cable → 124Ω
TR52_EXT_SYNC,TR52_EXT_SYNC_N,N,U96,U96-7,J6-B10,Load R-2,103.5,120.0,302.7,4.62,2.124,3.0,2.64,0.02,14.85,15.98,0.0,0.5,2.633,0.004,-0.7468,25.99,124.0,62.0,B pin (inverting) → J6-B10 → 3ft cable → 124Ω
TR53_EXT_SYNC,TR53_EXT_SYNC_P,P,U98,U98-6,J6-B7,Load R-1,103.6,120.0,254.9,4.62,1.795,3.0,2.655,0.002,14.66,16.11,0.0,0.1,2.64,-0.0,-0.747,25.83,124.0,62.0,A pin (non-inverting) → J6-B7 → 3ft cable → 124Ω
TR53_EXT_SYNC,TR53_EXT_SYNC_N,N,U98,U98-7,J6-B8,Load R-2,103.6,120.0,254.9,4.62,1.795,3.0,2.623,0.023,14.68,16.11,0.1,0.3,2.628,0.012,-0.747,25.83,124.0,62.0,B pin (inverting) → J6-B8 → 3ft cable → 124Ω
TR54_EXT_SYNC,TR54_EXT_SYNC_P,P,U100,U100-6,J6-B4,Load R-1,104.0,120.0,228.7,4.62,1.613,3.0,2.632,0.018,14.8,16.12,0.3,0.2,2.64,0.011,-0.7479,25.75,124.0,62.0,A pin (non-inverting) → J6-B4 → 3ft cable → 124Ω
TR54_EXT_SYNC,TR54_EXT_SYNC_N,N,U100,U100-7,J6-B5,Load R-2,104.0,120.0,228.7,4.62,1.613,3.0,2.663,-0.006,14.65,15.94,0.0,0.0,2.649,0.02,-0.7479,25.75,124.0,62.0,B pin (inverting) → J6-B5 → 3ft cable → 124Ω
TR55_EXT_SYNC,TR55_EXT_SYNC_P,P,U103,U103-6,J6-B2,Load R-1,103.7,120.0,261.8,4.62,1.842,3.0,2.661,0.005,14.75,15.97,0.0,0.0,2.651,0.01,-0.7473,25.87,124.0,62.0,A pin (non-inverting) → J6-B2 → 3ft cable → 124Ω
TR55_EXT_SYNC,TR55_EXT_SYNC_N,N,U103,U103-7,J6-B1,Load R-2,103.7,120.0,261.8,4.62,1.842,3.0,2.659,0.013,14.7,16.01,0.0,0.0,2.625,0.014,-0.7473,25.87,124.0,62.0,B pin (inverting) → J6-B1 → 3ft cable → 124Ω
TR56_EXT_SYNC,TR56_EXT_SYNC_P,P,U131,U131-6,J7-C1,Load R-1,104.3,120.0,214.7,4.62,1.515,3.0,2.641,-0.008,14.6,16.06,0.5,0.0,2.658,-0.009,-0.7485,25.71,124.0,62.0,A pin (non-inverting) → J7-C1 → 3ft cable → 124Ω
TR56_EXT_SYNC,TR56_EXT_SYNC_N,N,U131,U131-7,J7-C2,Load R-2,104.3,120.0,214.7,4.62,1.515,3.0,2.626,0.001,14.68,16.01,1.1,0.0,2.663,0.014,-0.7485,25.71,124.0,62.0,B pin (inverting) → J7-C2 → 3ft cable → 124Ω
TR57_EXT_SYNC,TR57_EXT_SYNC_P,P,U127,U127-6,J7-C4,Load R-1,104.6,120.0,181.5,4.62,1.285,3.0,2.664,0.002,14.78,15.96,0.0,0.0,2.657,0.01,-0.7492,25.59,124.0,62.0,A pin (non-inverting) → J7-C4 → 3ft cable → 124Ω
TR57_EXT_SYNC,TR57_EXT_SYNC_N,N,U127,U127-7,J7-C5,Load R-2,104.6,120.0,181.5,4.62,1.285,3.0,2.646,0.024,14.65,16.0,0.0,1.0,2.643,-0.009,-0.7492,25.59,124.0,62.0,B pin (inverting) → J7-C5 → 3ft cable → 124Ω
TR58_EXT_SYNC,TR58_EXT_SYNC_P,P,U117,U117-6,J7-C7,Load R-1,104.4,120.0,204.8,4.62,1.447,3.0,2.656,0.0,14.63,16.07,0.2,0.0,2.663,0.009,-0.7487,25.69,124.0,62.0,A pin (non-inverting) → J7-C7 → 3ft cable → 124Ω
TR58_EXT_SYNC,TR58_EXT_SYNC_N,N,U117,U117-7,J7-C8,Load R-2,104.4,120.0,204.8,4.62,1.447,3.0,2.661,0.025,14.67,15.99,0.0,0.5,2.658,0.008,-0.7487,25.69,124.0,62.0,B pin (inverting) → J7-C8 → 3ft cable → 124Ω
TR59_EXT_SYNC,TR59_EXT_SYNC_P,P,U105,U105-6,J7-C10,Load R-1,103.9,120.0,257.8,4.62,1.813,3.0,2.637,0.011,14.68,16.0,0.5,0.4,2.654,-0.002,-0.7477,25.85,124.0,62.0,A pin (non-inverting) → J7-C10 → 3ft cable → 124Ω
TR59_EXT_SYNC,TR59_EXT_SYNC_N,N,U105,U105-7,J7-C11,Load R-2,103.9,120.0,257.8,4.62,1.813,3.0,2.641,-0.008,14.82,16.15,0.0,0.0,2.64,0.015,-0.7477,25.85,124.0,62.0,B pin (inverting) → J7-C11 → 3ft cable → 124Ω
TR60_EXT_SYNC,TR60_EXT_SYNC_P,P,U102,U102-6,J7-B11,Load R-1,103.5,120.0,302.7,4.62,2.124,3.0,2.644,-0.005,14.77,16.22,0.0,0.0,2.625,-0.006,-0.7468,25.99,124.0,62.0,A pin (non-inverting) → J7-B11 → 3ft cable → 124Ω
TR60_EXT_SYNC,TR60_EXT_SYNC_N,N,U102,U102-7,J7-B10,Load R-2,103.5,120.0,302.7,4.62,2.124,3.0,2.639,0.012,14.79,16.1,0.0,0.1,2.639,0.01,-0.7468,25.99,124.0,62.0,B pin (inverting) → J7-B10 → 3ft cable → 124Ω
TR61_EXT_SYNC,TR61_EXT_SYNC_P,P,U112,U112-6,J7-B7,Load R-1,103.6,120.0,254.9,4.62,1.795,3.0,2.663,-0.006,14.75,16.04,0.0,0.0,2.632,0.006,-0.747,25.83,124.0,62.0,A pin (non-inverting) → J7-B7 → 3ft cable → 124Ω
TR61_EXT_SYNC,TR61_EXT_SYNC_N,N,U112,U112-7,J7-B8,Load R-2,103.6,120.0,254.9,4.62,1.795,3.0,2.626,0.02,14.91,16.11,0.7,0.8,2.649,-0.006,-0.747,25.83,124.0,62.0,B pin (inverting) → J7-B8 → 3ft cable → 124Ω
TR62_EXT_SYNC,TR62_EXT_SYNC_P,P,U123,U123-6,J7-B4,Load R-1,104.0,120.0,228.7,4.62,1.613,3.0,2.638,0.001,14.77,15.99,0.5,0.4,2.654,-0.011,-0.7479,25.75,124.0,62.0,A pin (non-inverting) → J7-B4 → 3ft cable → 124Ω
TR62_EXT_SYNC,TR62_EXT_SYNC_N,N,U123,U123-7,J7-B5,Load R-2,104.0,120.0,228.7,4.62,1.613,3.0,2.653,0.025,14.7,15.97,0.0,0.6,2.627,0.004,-0.7479,25.75,124.0,62.0,B pin (inverting) → J7-B5 → 3ft cable → 124Ω
TR63_EXT_SYNC,TR63_EXT_SYNC_P,P,U130,U130-6,J7-B2,Load R-1,103.7,120.0,261.8,4.62,1.842,3.0,2.639,0.008,14.91,15.93,0.0,0.6,2.638,-0.013,-0.7473,25.87,124.0,62.0,A pin (non-inverting) → J7-B2 → 3ft cable → 124Ω
TR63_EXT_SYNC,TR63_EXT_SYNC_N,N,U130,U130-7,J7-B1,Load R-2,103.7,120.0,261.8,4.62,1.842,3.0,2.64,0.012,14.71,16.07,0.5,0.7,2.657,-0.012,-0.7473,25.87,124.0,62.0,B pin (inverting) → J7-B1 → 3ft cable → 124Ω
MBUS,MBUS_P,P,U132,U132-6,J7-B17,Load R-1,49.9,120.0,19921.0,4.62,135.362,3.0,1.938,-0.103,6.73,8.31,1.7,1.4,1.994,-0.147,-0.5378,1226.96,124.0,62.0,A pin (non-inverting) → J7-B17 → 3ft cable → 124Ω
MBUS,MBUS_N,N,U132,U132-7,J7-B16,Load R-2,49.9,120.0,19921.0,4.62,135.362,3.0,1.919,-0.117,6.69,8.22,2.6,1.3,2.005,-0.158,-0.5378,1226.96,124.0,62.0,B pin (inverting) → J7-B16 → 3ft cable → 124Ω
CBUS,CBUS_P,P,U135,U135-6,J7-B14,Load R-1,50.2,120.0,20044.0,4.62,136.221,3.0,1.925,-0.087,6.71,8.25,1.4,1.9,1.971,-0.149,-0.5399,1233.11,124.0,62.0,A pin (non-inverting) → J7-B14 → 3ft cable → 124Ω
CBUS,CBUS_N,N,U135,U135-7,J7-B13,Load R-2,50.2,120.0,20044.0,4.62,136.221,3.0,1.951,-0.091,6.68,8.33,0.8,1.8,1.977,-0.151,-0.5399,1233.11,124.0,62.0,B pin (inverting) → J7-B13 → 3ft cable → 124Ω
CAL_MBUS,CAL_MBUS_P,P,U38,U38-6,J27-13,Load R-1,67.5,120.0,182.0,4.62,1.266,3.0,2.619,0.044,14.62,15.68,0.3,0.1,2.628,0.039,-0.6364,25.2,124.0,62.0,A pin (non-inverting) → J27-13 → 3ft cable → 124Ω
CAL_MBUS,CAL_MBUS_N,N,U38,U38-7,J27-14,Load R-2,67.5,120.0,182.0,4.62,1.266,3.0,2.622,0.041,14.43,15.75,0.0,0.1,2.593,0.036,-0.6364,25.2,124.0,62.0,B pin (inverting) → J27-14 → 3ft cable → 124Ω
TXLO_MBUS,TXLO_MBUS_P,P,U60,U60-6,J26-15,Load R-1,73.1,120.0,96.3,4.62,0.683,3.0,2.627,0.054,14.39,15.66,0.0,1.0,2.599,0.02,-0.6595,25.14,124.0,62.0,A pin (non-inverting) → J26-15 → 3ft cable → 124Ω
TXLO_MBUS,TXLO_MBUS_N,N,U60,U60-7,J26-16,Load R-2,73.1,120.0,96.3,4.62,0.683,3.0,2.597,0.047,14.6,15.62,0.6,0.4,2.618,0.033,-0.6595,25.14,124.0,62.0,B pin (inverting) → J26-16 → 3ft cable → 124Ω
RXLO_MBUS,RXLO_MBUS_P,P,U838,U838-6,J25-14,Load R-1,68.2,120.0,124.5,4.62,0.874,3.0,2.629,0.058,14.4,15.76,0.0,0.8,2.603,0.032,-0.6394,25.26,124.0,62.0,A pin (non-inverting) → J25-14 → 3ft cable → 124Ω
RXLO_MBUS,RXLO_MBUS_N,N,U838,U838-7,J25-15,Load R-2,68.2,120.0,124.5,4.62,0.874,3.0,2.631,0.048,14.51,15.76,0.0,0.1,2.616,0.045,-0.6394,25.26,124.0,62.0,B pin (inverting) → J25-15 → 3ft cable → 124Ω
INS_TX,INS_TX_P,P,U875,U875-6,J24-62,Load R-1,64.8,120.0,422.8,4.62,2.913,3.0,2.614,0.036,14.66,16.07,0.0,0.0,2.61,0.053,-0.6241,25.84,124.0,62.0,A pin (non-inverting) → J24-62 → 3ft cable → 124Ω
INS_TX,INS_TX_N,N,U875,U875-7,J24-63,Load R-2,64.8,120.0,422.8,4.62,2.913,3.0,2.624,0.042,14.88,16.17,0.0,0.8,2.61,0.017,-0.6241,25.84,124.0,62.0,B pin (inverting) → J24-63 → 3ft cable → 124Ω
INS_RX,INS_RX_P,P,U876,U876-6,J24-65,Load R-1,63.6,120.0,281.2,4.62,1.927,3.0,2.599,0.027,14.55,15.95,0.0,0.0,2.597,0.044,-0.6183,25.54,124.0,62.0,A pin (non-inverting) → J24-65 → 3ft cable → 124Ω
INS_RX,INS_RX_N,N,U876,U876-7,J24-66,Load R-2,63.6,120.0,281.2,4.62,1.927,3.0,2.624,0.038,14.79,15.91,0.0,0.4,2.609,0.024,-0.6183,25.54,124.0,62.0,B pin (inverting) → J24-66 → 3ft cable → 124Ω
TE_INS_TX,TE_INS_TX_P,P,U802,U802-6,J28-1,Load R-1,105.7,120.0,98.0,4.62,0.756,3.0,2.659,0.006,14.67,15.67,0.0,0.0,2.632,0.024,-0.7514,25.35,124.0,62.0,A pin (non-inverting) → J28-1 → 3ft cable → 124Ω
TE_INS_TX,TE_INS_TX_N,N,U802,U802-7,J28-2,Load R-2,105.7,120.0,98.0,4.62,0.756,3.0,2.66,0.008,14.61,15.73,0.0,0.0,2.626,0.015,-0.7514,25.35,124.0,62.0,B pin (inverting) → J28-2 → 3ft cable → 124Ω
TE_INS_RX,TE_INS_RX_P,P,U801,U801-6,J28-4,Load R-1,105.2,120.0,85.5,4.62,0.662,3.0,2.648,0.028,14.54,15.77,0.0,0.0,2.643,0.029,-0.7504,25.29,124.0,62.0,A pin (non-inverting) → J28-4 → 3ft cable → 124Ω
TE_INS_RX,TE_INS_RX_N,N,U801,U801-7,J28-5,Load R-2,105.2,120.0,85.5,4.62,0.662,3.0,2.652,-0.007,14.48,15.9,0.0,0.0,2.645,0.015,-0.7504,25.29,124.0,62.0,B pin (inverting) → J28-5 → 3ft cable → 124Ω
TE_INS_SEL,TE_INS_SEL_P,P,U800,U800-6,J28-7,Load R-1,105.6,120.0,98.5,4.62,0.76,3.0,2.661,0.008,14.73,15.83,0.0,0.1,2.633,0.003,-0.7512,25.36,124.0,62.0,A pin (non-inverting) → J28-7 → 3ft cable → 124Ω
TE_INS_SEL,TE_INS_SEL_N,N,U800,U800-7,J28-8,Load R-2,105.6,120.0,98.5,4.62,0.76,3.0,2.656,-0.01,14.59,15.83,0.0,0.0,2.628,0.015,-0.7512,25.36,124.0,62.0,B pin (inverting) → J28-8 → 3ft cable → 124Ω
